user_id,product_id,event_type,timestamp
81,221,click,2025-11-15 17:25:19.937688
152,97,click,2025-10-24 17:25:19.937688
61,52,add_to_cart,2025-08-17 17:25:19.937688
61,175,add_to_cart,2025-07-06 17:25:19.937688
354,182,add_to_cart,2025-11-15 17:25:19.937688
28,115,click,2025-10-01 17:25:19.937688
442,1,add_to_cart,2025-07-31 17:25:19.937688
43,63,click,2025-09-23 17:25:19.937688
169,248,click,2025-07-23 17:25:19.937688
423,231,click,2025-08-30 17:25:19.937688
86,226,add_to_cart,2025-10-21 17:25:19.937688
177,19,click,2025-11-10 17:25:19.937688
17,31,click,2025-10-26 17:25:19.937688
98,121,add_to_cart,2025-07-22 17:25:19.937688
454,24,purchase,2025-09-26 17:25:19.937688
494,211,add_to_cart,2025-09-03 17:25:19.937688
198,161,click,2025-08-13 17:25:19.937688
98,255,add_to_cart,2025-07-30 17:25:19.937688
65,59,add_to_cart,2025-12-11 17:25:19.937688
330,114,click,2025-09-06 17:25:19.937688
341,160,click,2025-06-26 17:25:19.937688
5,220,click,2025-09-07 17:25:19.938689
2,169,click,2025-06-26 17:25:19.938689
22,12,click,2025-06-23 17:25:19.938689
112,242,click,2025-08-30 17:25:19.938689
57,139,click,2025-12-02 17:25:19.938689
66,97,click,2025-08-21 17:25:19.938689
330,147,add_to_cart,2025-11-18 17:25:19.938689
98,182,click,2025-12-07 17:25:19.938689
144,57,click,2025-10-18 17:25:19.938689
368,42,add_to_cart,2025-11-08 17:25:19.938689
435,199,click,2025-09-14 17:25:19.938689
125,31,click,2025-07-16 17:25:19.938689
167,180,click,2025-10-05 17:25:19.938689
86,2,add_to_cart,2025-10-29 17:25:19.938689
76,288,purchase,2025-07-22 17:25:19.938689
344,138,add_to_cart,2025-08-08 17:25:19.938689
495,105,add_to_cart,2025-12-10 17:25:19.938689
424,218,click,2025-07-11 17:25:19.938689
294,222,purchase,2025-10-16 17:25:19.938689
444,105,purchase,2025-12-14 17:25:19.938689
59,127,click,2025-06-20 17:25:19.938689
138,265,add_to_cart,2025-09-24 17:25:19.938689
99,200,click,2025-12-03 17:25:19.938689
192,252,click,2025-10-28 17:25:19.938689
243,15,purchase,2025-12-08 17:25:19.938689
319,226,click,2025-12-07 17:25:19.938689
49,105,click,2025-07-18 17:25:19.938689
448,233,add_to_cart,2025-10-04 17:25:19.938689
32,219,purchase,2025-07-25 17:25:19.938689
391,277,add_to_cart,2025-07-25 17:25:19.938689
277,261,click,2025-12-04 17:25:19.938689
20,190,click,2025-08-17 17:25:19.938689
154,198,purchase,2025-07-30 17:25:19.938689
383,277,click,2025-09-25 17:25:19.938689
68,39,purchase,2025-07-28 17:25:19.938689
366,162,add_to_cart,2025-07-06 17:25:19.938689
372,121,add_to_cart,2025-08-31 17:25:19.938689
214,262,click,2025-06-28 17:25:19.938689
143,216,click,2025-09-06 17:25:19.938689
376,49,add_to_cart,2025-07-11 17:25:19.938689
232,92,click,2025-10-17 17:25:19.938689
213,129,add_to_cart,2025-10-10 17:25:19.938689
79,28,add_to_cart,2025-11-17 17:25:19.938689
214,148,click,2025-07-16 17:25:19.938689
116,65,add_to_cart,2025-10-11 17:25:19.938689
92,218,click,2025-12-11 17:25:19.938689
270,51,click,2025-08-14 17:25:19.938689
411,74,click,2025-09-12 17:25:19.938689
381,199,purchase,2025-12-11 17:25:19.938689
489,192,click,2025-09-22 17:25:19.938689
168,189,click,2025-10-28 17:25:19.938689
58,12,click,2025-11-20 17:25:19.938689
284,239,click,2025-10-06 17:25:19.938689
26,81,click,2025-07-11 17:25:19.938689
369,270,click,2025-09-09 17:25:19.938689
447,290,add_to_cart,2025-07-13 17:25:19.938689
66,48,click,2025-08-12 17:25:19.938689
409,209,click,2025-12-02 17:25:19.938689
248,35,click,2025-11-28 17:25:19.938689
254,119,purchase,2025-10-20 17:25:19.938689
387,65,click,2025-11-21 17:25:19.938689
456,242,add_to_cart,2025-10-07 17:25:19.938689
44,36,add_to_cart,2025-08-05 17:25:19.938689
97,252,add_to_cart,2025-09-22 17:25:19.938689
42,243,add_to_cart,2025-11-07 17:25:19.938689
500,42,click,2025-08-24 17:25:19.938689
227,69,add_to_cart,2025-12-05 17:25:19.938689
262,107,click,2025-09-05 17:25:19.938689
167,39,add_to_cart,2025-11-21 17:25:19.938689
436,69,purchase,2025-07-11 17:25:19.938689
279,180,purchase,2025-12-14 17:25:19.938689
89,12,click,2025-11-10 17:25:19.938689
379,204,click,2025-11-09 17:25:19.938689
178,36,click,2025-12-14 17:25:19.938689
427,126,click,2025-08-30 17:25:19.938689
403,63,click,2025-06-24 17:25:19.938689
197,82,click,2025-09-16 17:25:19.938689
307,299,purchase,2025-09-11 17:25:19.938689
267,34,click,2025-12-12 17:25:19.938689
268,240,add_to_cart,2025-09-13 17:25:19.938689
74,97,click,2025-10-31 17:25:19.938689
8,49,add_to_cart,2025-08-29 17:25:19.938689
408,146,purchase,2025-09-05 17:25:19.938689
476,125,click,2025-07-05 17:25:19.938689
297,189,click,2025-10-12 17:25:19.938689
164,57,click,2025-10-21 17:25:19.938689
485,109,purchase,2025-11-11 17:25:19.938689
85,5,click,2025-08-19 17:25:19.938689
72,24,click,2025-09-06 17:25:19.938689
55,221,click,2025-11-23 17:25:19.938689
393,294,click,2025-09-29 17:25:19.938689
47,10,purchase,2025-11-02 17:25:19.938689
399,165,click,2025-12-15 17:25:19.938689
432,215,click,2025-07-29 17:25:19.938689
238,126,click,2025-07-28 17:25:19.938689
104,267,purchase,2025-07-14 17:25:19.938689
210,280,click,2025-11-26 17:25:19.938689
42,88,add_to_cart,2025-08-27 17:25:19.938689
316,114,click,2025-08-26 17:25:19.938689
468,21,add_to_cart,2025-09-09 17:25:19.938689
454,148,purchase,2025-12-10 17:25:19.938689
268,245,click,2025-08-02 17:25:19.938689
386,266,click,2025-11-25 17:25:19.938689
263,217,click,2025-09-04 17:25:19.938689
336,240,add_to_cart,2025-07-20 17:25:19.938689
387,232,click,2025-11-01 17:25:19.938689
365,232,click,2025-10-07 17:25:19.938689
259,242,click,2025-09-02 17:25:19.938689
283,190,click,2025-06-27 17:25:19.938689
114,229,click,2025-07-11 17:25:19.938689
363,66,purchase,2025-07-31 17:25:19.938689
40,279,purchase,2025-10-02 17:25:19.938689
486,269,click,2025-12-15 17:25:19.938689
417,209,add_to_cart,2025-07-31 17:25:19.938689
220,16,add_to_cart,2025-07-16 17:25:19.938689
129,297,add_to_cart,2025-09-24 17:25:19.938689
8,220,click,2025-10-03 17:25:19.938689
101,257,click,2025-08-27 17:25:19.938689
416,268,add_to_cart,2025-12-02 17:25:19.938689
380,229,add_to_cart,2025-08-07 17:25:19.938689
176,119,click,2025-07-01 17:25:19.938689
107,178,click,2025-07-08 17:25:19.938689
101,20,click,2025-08-03 17:25:19.938689
260,36,click,2025-08-30 17:25:19.938689
478,108,click,2025-12-13 17:25:19.938689
454,189,click,2025-08-19 17:25:19.938689
366,178,click,2025-07-04 17:25:19.938689
246,96,add_to_cart,2025-09-14 17:25:19.938689
275,20,click,2025-07-15 17:25:19.938689
32,164,click,2025-09-16 17:25:19.938689
137,97,click,2025-11-21 17:25:19.938689
12,143,click,2025-07-01 17:25:19.938689
395,62,click,2025-11-03 17:25:19.938689
302,242,add_to_cart,2025-08-23 17:25:19.938689
375,238,click,2025-09-13 17:25:19.938689
16,131,purchase,2025-11-02 17:25:19.939691
129,93,purchase,2025-11-17 17:25:19.939691
63,91,add_to_cart,2025-09-16 17:25:19.939691
109,133,add_to_cart,2025-10-20 17:25:19.939691
375,123,add_to_cart,2025-08-30 17:25:19.939691
21,118,click,2025-08-01 17:25:19.939691
158,198,purchase,2025-11-24 17:25:19.939691
269,282,click,2025-10-07 17:25:19.939691
162,1,click,2025-12-10 17:25:19.939691
260,211,click,2025-07-14 17:25:19.939691
412,263,add_to_cart,2025-08-16 17:25:19.939691
102,212,click,2025-08-20 17:25:19.939691
223,87,purchase,2025-10-25 17:25:19.939691
59,153,click,2025-10-07 17:25:19.939691
247,187,add_to_cart,2025-06-22 17:25:19.939691
128,61,click,2025-09-14 17:25:19.939691
283,285,click,2025-07-18 17:25:19.939691
325,95,click,2025-09-26 17:25:19.939691
25,274,click,2025-07-20 17:25:19.939691
131,41,click,2025-10-03 17:25:19.939691
353,147,purchase,2025-08-31 17:25:19.939691
196,246,click,2025-08-02 17:25:19.939691
281,132,add_to_cart,2025-12-02 17:25:19.939691
404,297,click,2025-11-15 17:25:19.939691
418,123,click,2025-06-20 17:25:19.939691
154,143,click,2025-07-23 17:25:19.939691
382,182,click,2025-06-24 17:25:19.939691
133,192,purchase,2025-09-13 17:25:19.939691
227,207,add_to_cart,2025-09-25 17:25:19.939691
189,231,click,2025-06-19 17:25:19.939691
476,22,add_to_cart,2025-07-04 17:25:19.939691
477,80,click,2025-11-16 17:25:19.939691
265,130,add_to_cart,2025-11-16 17:25:19.939691
372,292,add_to_cart,2025-09-07 17:25:19.939691
486,276,add_to_cart,2025-10-29 17:25:19.939691
434,55,click,2025-07-02 17:25:19.939691
134,66,click,2025-11-19 17:25:19.939691
211,227,click,2025-07-25 17:25:19.939691
60,26,purchase,2025-07-09 17:25:19.939691
428,253,purchase,2025-07-12 17:25:19.939691
377,197,click,2025-06-19 17:25:19.939691
395,130,add_to_cart,2025-09-13 17:25:19.939691
450,243,purchase,2025-12-01 17:25:19.939691
431,212,click,2025-11-02 17:25:19.939691
364,190,add_to_cart,2025-07-18 17:25:19.939691
364,290,click,2025-10-29 17:25:19.939691
457,226,click,2025-07-18 17:25:19.939691
213,246,click,2025-08-24 17:25:19.939691
216,56,click,2025-08-13 17:25:19.939691
226,55,add_to_cart,2025-12-02 17:25:19.939691
470,276,click,2025-10-23 17:25:19.939691
131,153,click,2025-09-15 17:25:19.939691
76,53,click,2025-06-28 17:25:19.939691
476,111,click,2025-06-26 17:25:19.939691
286,204,click,2025-07-19 17:25:19.939691
474,112,click,2025-08-14 17:25:19.939691
496,258,click,2025-10-16 17:25:19.939691
277,16,add_to_cart,2025-11-28 17:25:19.939691
156,166,purchase,2025-06-27 17:25:19.939691
248,280,click,2025-09-21 17:25:19.939691
218,158,add_to_cart,2025-07-23 17:25:19.939691
190,249,purchase,2025-10-20 17:25:19.939691
417,181,add_to_cart,2025-09-22 17:25:19.939691
469,191,add_to_cart,2025-12-01 17:25:19.939691
163,139,add_to_cart,2025-09-01 17:25:19.939691
180,78,click,2025-10-19 17:25:19.939691
34,50,click,2025-08-08 17:25:19.939691
41,85,add_to_cart,2025-12-02 17:25:19.939691
307,183,click,2025-11-25 17:25:19.939691
431,183,purchase,2025-06-28 17:25:19.939691
338,4,add_to_cart,2025-11-01 17:25:19.939691
314,111,click,2025-11-12 17:25:19.939691
75,251,add_to_cart,2025-08-21 17:25:19.939691
441,133,click,2025-10-06 17:25:19.939691
279,100,add_to_cart,2025-09-28 17:25:19.939691
176,172,click,2025-12-04 17:25:19.939691
384,287,purchase,2025-08-15 17:25:19.939691
150,119,click,2025-12-09 17:25:19.939691
273,175,add_to_cart,2025-10-08 17:25:19.939691
325,30,purchase,2025-08-27 17:25:19.939691
108,55,click,2025-09-04 17:25:19.939691
139,196,add_to_cart,2025-08-21 17:25:19.939691
350,41,click,2025-07-13 17:25:19.939691
271,173,add_to_cart,2025-09-09 17:25:19.939691
347,219,click,2025-11-21 17:25:19.939691
419,208,purchase,2025-10-11 17:25:19.939691
289,158,purchase,2025-10-26 17:25:19.939691
212,228,click,2025-07-07 17:25:19.939691
381,85,click,2025-06-25 17:25:19.939691
272,173,add_to_cart,2025-06-24 17:25:19.939691
418,245,click,2025-08-18 17:25:19.939691
66,173,click,2025-07-09 17:25:19.939691
483,212,click,2025-08-13 17:25:19.939691
424,84,click,2025-07-29 17:25:19.939691
248,173,click,2025-08-13 17:25:19.939691
156,183,purchase,2025-07-22 17:25:19.939691
47,133,add_to_cart,2025-10-30 17:25:19.939691
423,288,add_to_cart,2025-07-03 17:25:19.939691
454,262,click,2025-07-31 17:25:19.939691
201,282,click,2025-12-06 17:25:19.939691
148,293,click,2025-09-08 17:25:19.939691
124,269,purchase,2025-11-05 17:25:19.939691
1,197,click,2025-10-22 17:25:19.939691
456,25,click,2025-08-20 17:25:19.939691
247,141,click,2025-08-23 17:25:19.939691
343,223,add_to_cart,2025-11-03 17:25:19.939691
128,20,add_to_cart,2025-07-03 17:25:19.939691
191,247,click,2025-07-14 17:25:19.939691
67,201,click,2025-11-14 17:25:19.939691
4,115,add_to_cart,2025-08-23 17:25:19.939691
442,189,click,2025-10-06 17:25:19.939691
409,26,add_to_cart,2025-06-23 17:25:19.940693
303,54,add_to_cart,2025-11-20 17:25:19.940693
294,170,add_to_cart,2025-10-19 17:25:19.940693
143,11,add_to_cart,2025-10-01 17:25:19.940693
191,27,purchase,2025-07-17 17:25:19.940693
21,83,purchase,2025-08-24 17:25:19.940693
227,290,click,2025-06-25 17:25:19.940693
313,38,click,2025-07-09 17:25:19.940693
117,87,add_to_cart,2025-07-25 17:25:19.940693
437,156,click,2025-09-17 17:25:19.940693
302,286,purchase,2025-07-28 17:25:19.940693
500,186,click,2025-09-05 17:25:19.940693
142,182,purchase,2025-12-10 17:25:19.940693
484,143,click,2025-07-29 17:25:19.940693
460,206,add_to_cart,2025-08-01 17:25:19.940693
401,142,click,2025-09-23 17:25:19.940693
39,185,purchase,2025-10-18 17:25:19.940693
393,241,click,2025-10-10 17:25:19.940693
355,8,click,2025-07-17 17:25:19.940693
252,72,click,2025-12-01 17:25:19.940693
333,288,purchase,2025-10-14 17:25:19.940693
207,95,click,2025-10-27 17:25:19.940693
210,157,add_to_cart,2025-09-11 17:25:19.940693
115,41,add_to_cart,2025-11-25 17:25:19.940693
225,269,purchase,2025-12-15 17:25:19.940693
134,155,add_to_cart,2025-08-12 17:25:19.940693
251,275,click,2025-12-05 17:25:19.940693
219,154,add_to_cart,2025-07-19 17:25:19.940693
407,53,add_to_cart,2025-08-30 17:25:19.940693
443,179,click,2025-09-05 17:25:19.940693
91,240,click,2025-09-19 17:25:19.940693
354,137,click,2025-08-03 17:25:19.940693
376,255,click,2025-08-25 17:25:19.940693
46,224,click,2025-06-22 17:25:19.940693
38,180,add_to_cart,2025-09-07 17:25:19.940693
142,182,purchase,2025-08-09 17:25:19.940693
100,259,click,2025-10-12 17:25:19.940693
328,243,add_to_cart,2025-10-13 17:25:19.940693
190,96,click,2025-07-15 17:25:19.940693
35,197,click,2025-11-29 17:25:19.940693
147,14,add_to_cart,2025-07-30 17:25:19.940693
30,120,purchase,2025-08-13 17:25:19.940693
334,269,click,2025-12-06 17:25:19.940693
84,171,click,2025-10-11 17:25:19.940693
369,72,click,2025-11-14 17:25:19.940693
281,179,click,2025-11-30 17:25:19.940693
424,170,add_to_cart,2025-08-26 17:25:19.940693
344,159,add_to_cart,2025-11-20 17:25:19.940693
270,154,add_to_cart,2025-09-03 17:25:19.940693
154,82,click,2025-10-03 17:25:19.940693
102,57,purchase,2025-09-07 17:25:19.940693
215,7,click,2025-09-13 17:25:19.940693
150,112,add_to_cart,2025-08-01 17:25:19.940693
432,48,click,2025-12-11 17:25:19.940693
83,80,purchase,2025-12-09 17:25:19.940693
110,33,add_to_cart,2025-10-12 17:25:19.940693
435,115,purchase,2025-12-04 17:25:19.940693
387,3,click,2025-06-23 17:25:19.940693
426,4,add_to_cart,2025-11-21 17:25:19.940693
275,260,add_to_cart,2025-07-28 17:25:19.940693
201,42,add_to_cart,2025-06-30 17:25:19.940693
284,9,click,2025-12-06 17:25:19.940693
468,145,click,2025-07-01 17:25:19.940693
173,97,click,2025-11-13 17:25:19.940693
327,276,click,2025-07-06 17:25:19.941691
206,142,purchase,2025-07-04 17:25:19.941691
63,278,add_to_cart,2025-09-04 17:25:19.941691
73,27,click,2025-11-30 17:25:19.941691
251,43,purchase,2025-10-05 17:25:19.941691
124,131,click,2025-11-13 17:25:19.941691
375,216,click,2025-11-11 17:25:19.941691
121,94,click,2025-09-05 17:25:19.941691
275,8,purchase,2025-10-01 17:25:19.941691
431,86,add_to_cart,2025-09-28 17:25:19.941691
500,138,click,2025-11-29 17:25:19.941691
398,246,add_to_cart,2025-11-19 17:25:19.941691
120,21,click,2025-08-24 17:25:19.941691
422,265,click,2025-11-25 17:25:19.941691
437,148,click,2025-07-20 17:25:19.941691
317,184,click,2025-11-29 17:25:19.941691
164,227,purchase,2025-07-14 17:25:19.941691
424,292,add_to_cart,2025-10-01 17:25:19.941691
465,36,click,2025-06-23 17:25:19.941691
286,246,click,2025-11-02 17:25:19.941691
265,73,click,2025-07-05 17:25:19.941691
320,150,click,2025-11-18 17:25:19.941691
161,1,click,2025-11-21 17:25:19.941691
376,69,click,2025-10-30 17:25:19.941691
308,293,add_to_cart,2025-09-06 17:25:19.941691
89,230,click,2025-11-23 17:25:19.941691
142,211,click,2025-10-02 17:25:19.941691
203,72,purchase,2025-10-27 17:25:19.941691
309,96,click,2025-10-12 17:25:19.941691
227,84,click,2025-11-30 17:25:19.941691
489,228,click,2025-08-14 17:25:19.941691
443,299,click,2025-10-27 17:25:19.941691
334,236,click,2025-12-03 17:25:19.941691
222,293,click,2025-09-27 17:25:19.941691
41,222,purchase,2025-11-11 17:25:19.941691
196,223,add_to_cart,2025-08-24 17:25:19.941691
68,281,add_to_cart,2025-11-14 17:25:19.941691
476,221,click,2025-09-20 17:25:19.941691
264,216,click,2025-07-16 17:25:19.941691
2,231,click,2025-06-28 17:25:19.941691
361,169,click,2025-07-13 17:25:19.941691
125,42,click,2025-08-29 17:25:19.941691
110,258,click,2025-10-11 17:25:19.941691
86,196,click,2025-09-12 17:25:19.941691
425,96,click,2025-09-10 17:25:19.941691
120,14,click,2025-07-08 17:25:19.941691
127,113,click,2025-10-30 17:25:19.941691
255,77,click,2025-08-20 17:25:19.941691
183,277,click,2025-11-11 17:25:19.941691
16,160,click,2025-09-07 17:25:19.941691
477,119,click,2025-10-13 17:25:19.941691
62,161,click,2025-12-04 17:25:19.941691
369,146,click,2025-08-18 17:25:19.941691
432,163,click,2025-11-02 17:25:19.941691
158,179,add_to_cart,2025-06-25 17:25:19.941691
268,89,click,2025-12-05 17:25:19.941691
35,223,click,2025-09-18 17:25:19.941691
267,266,click,2025-10-31 17:25:19.941691
64,239,click,2025-10-18 17:25:19.941691
494,34,click,2025-07-07 17:25:19.941691
50,167,purchase,2025-09-08 17:25:19.941691
469,125,add_to_cart,2025-07-20 17:25:19.941691
255,224,click,2025-10-25 17:25:19.941691
149,150,add_to_cart,2025-10-29 17:25:19.941691
325,189,click,2025-09-29 17:25:19.941691
304,43,click,2025-07-22 17:25:19.941691
276,29,add_to_cart,2025-08-06 17:25:19.941691
357,120,click,2025-09-05 17:25:19.941691
451,31,click,2025-11-14 17:25:19.941691
172,181,add_to_cart,2025-09-17 17:25:19.941691
417,162,click,2025-07-13 17:25:19.941691
201,128,purchase,2025-10-01 17:25:19.941691
445,255,add_to_cart,2025-06-30 17:25:19.941691
393,294,add_to_cart,2025-11-13 17:25:19.941691
324,254,click,2025-07-27 17:25:19.941691
35,130,click,2025-09-03 17:25:19.941691
465,12,add_to_cart,2025-10-24 17:25:19.941691
482,35,purchase,2025-08-30 17:25:19.941691
216,198,click,2025-11-04 17:25:19.941691
480,248,purchase,2025-11-10 17:25:19.941691
65,110,click,2025-11-21 17:25:19.942691
8,245,click,2025-06-19 17:25:19.942691
301,250,click,2025-07-01 17:25:19.942691
343,163,click,2025-08-23 17:25:19.942691
431,48,add_to_cart,2025-09-21 17:25:19.942691
424,71,click,2025-12-07 17:25:19.942691
332,134,purchase,2025-08-31 17:25:19.942691
438,239,click,2025-10-08 17:25:19.942691
76,68,click,2025-07-20 17:25:19.942691
174,278,add_to_cart,2025-10-07 17:25:19.942691
47,32,click,2025-08-09 17:25:19.942691
15,123,add_to_cart,2025-11-15 17:25:19.942691
361,22,click,2025-06-26 17:25:19.942691
147,155,click,2025-07-13 17:25:19.942691
26,110,click,2025-08-10 17:25:19.942691
308,271,purchase,2025-08-07 17:25:19.942691
93,300,click,2025-09-05 17:25:19.942691
406,115,add_to_cart,2025-08-22 17:25:19.942691
232,220,add_to_cart,2025-07-01 17:25:19.942691
21,230,click,2025-12-12 17:25:19.942691
307,252,add_to_cart,2025-07-29 17:25:19.942691
38,249,click,2025-08-16 17:25:19.942691
276,9,click,2025-10-15 17:25:19.942691
157,34,click,2025-10-06 17:25:19.942691
179,228,click,2025-09-15 17:25:19.942691
132,73,click,2025-06-23 17:25:19.942691
311,212,click,2025-08-03 17:25:19.942691
455,72,click,2025-10-21 17:25:19.942691
348,58,add_to_cart,2025-10-10 17:25:19.942691
28,220,click,2025-07-28 17:25:19.942691
260,275,add_to_cart,2025-06-19 17:25:19.942691
406,249,click,2025-10-14 17:25:19.942691
76,16,add_to_cart,2025-11-05 17:25:19.942691
429,75,click,2025-07-18 17:25:19.942691
67,106,click,2025-06-24 17:25:19.942691
342,136,click,2025-10-12 17:25:19.942691
492,74,click,2025-07-10 17:25:19.942691
194,254,click,2025-09-10 17:25:19.942691
472,18,add_to_cart,2025-11-10 17:25:19.942691
162,43,purchase,2025-12-02 17:25:19.942691
347,50,add_to_cart,2025-07-04 17:25:19.942691
439,3,click,2025-07-09 17:25:19.942691
361,232,click,2025-07-13 17:25:19.942691
257,219,purchase,2025-10-30 17:25:19.942691
72,59,click,2025-09-27 17:25:19.942691
87,284,purchase,2025-07-09 17:25:19.942691
422,64,click,2025-07-17 17:25:19.942691
262,70,purchase,2025-12-02 17:25:19.942691
214,142,purchase,2025-06-24 17:25:19.942691
153,202,add_to_cart,2025-09-28 17:25:19.942691
210,207,click,2025-08-22 17:25:19.942691
401,221,click,2025-12-15 17:25:19.942691
61,246,purchase,2025-11-27 17:25:19.942691
268,81,purchase,2025-08-17 17:25:19.942691
262,251,click,2025-10-19 17:25:19.942691
218,51,click,2025-08-03 17:25:19.942691
283,285,add_to_cart,2025-09-30 17:25:19.942691
136,204,click,2025-08-23 17:25:19.942691
